Run configurations: model=allenai/unifiedqa-v2-t5-small-1251000 train=./data/unifiedQA/train_direct_2000.json eval=./data/unifiedQA/test.json train_batch=4 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.6683748169838946	0.913913913913914	0.7720930232558139	0.724
eval	-1	0.6858974358974359	0.9727272727272728	0.8045112781954887	0.74
train	0	0.9700996677740864	0.876	0.9206516027325277	0.9245
eval	0	0.9292929292929293	0.8363636363636363	0.8803827751196173	0.875
train	1	0.988	0.988	0.988	0.988
eval	1	0.875	0.9545454545454546	0.9130434782608695	0.9
train	2	0.9661181026137464	0.998	0.9818002951303493	0.9815
eval	2	0.8208955223880597	1.0	0.9016393442622952	0.88
train	3	0.9372071227741331	1.0	0.9675858732462507	0.9665
eval	3	0.8029197080291971	1.0	0.8906882591093117	0.865
train	4	0.9803729146221786	0.999	0.9895988112927192	0.9895
eval	4	0.8650793650793651	0.990909090909091	0.9237288135593221	0.91
train	5	0.9880834160873883	0.995	0.9915296462381664	0.9915
eval	5	0.9043478260869565	0.9454545454545454	0.9244444444444444	0.915
train	6	0.994	0.994	0.994	0.994
eval	6	0.8760330578512396	0.9636363636363636	0.9177489177489176	0.905
train	7	0.9960079840319361	0.998	0.997002997002997	0.997
eval	7	0.8666666666666667	0.9454545454545454	0.9043478260869566	0.89
train	8	0.9979838709677419	0.99	0.9939759036144579	0.994
eval	8	0.9369369369369369	0.9454545454545454	0.9411764705882352	0.935
train	9	0.992600422832981	0.939	0.9650565262076052	0.966
eval	9	0.912621359223301	0.8545454545454545	0.8826291079812206	0.875
train	10	0.9764243614931237	0.994	0.9851337958374627	0.985
eval	10	0.823076923076923	0.9727272727272728	0.8916666666666666	0.87
train	11	0.9959677419354839	0.988	0.9919678714859438	0.992
eval	11	0.8738738738738738	0.8818181818181818	0.8778280542986425	0.865
train	12	0.9969818913480886	0.991	0.9939819458375125	0.994
eval	12	0.9065420560747663	0.8818181818181818	0.8940092165898617	0.885
train	13	0.998995983935743	0.995	0.9969939879759518	0.997
eval	13	0.8571428571428571	0.8181818181818182	0.8372093023255814	0.825
train	14	0.968054211035818	1.0	0.9837678307919331	0.9835
eval	14	0.7074829931972789	0.9454545454545454	0.8093385214007782	0.755
train	15	0.9910536779324056	0.997	0.9940179461615155	0.994
eval	15	0.816793893129771	0.9727272727272728	0.8879668049792532	0.865
train	16	0.9940239043824701	0.998	0.9960079840319361	0.996
eval	16	0.7222222222222222	0.9454545454545454	0.8188976377952756	0.77
train	17	0.9892008639308856	0.916	0.9511941848390446	0.953
eval	17	0.6853932584269663	0.5545454545454546	0.6130653266331658	0.615
train	18	0.9955156950672646	0.888	0.9386892177589852	0.942
eval	18	0.84	0.5727272727272728	0.6810810810810811	0.705
train	19	0.9958932238193019	0.97	0.9827760891590679	0.983
eval	19	0.8217821782178217	0.7545454545454545	0.7867298578199051	0.775
