Run configurations: model=allenai/unifiedqa-v2-t5-base-1251000 train=./data/unifiedQA/train_indirect_pos_2000.json eval=./data/unifiedQA/test.json train_batch=8 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.6305779078273592	0.8628628628628628	0.7286559594251902	0.6785
eval	-1	0.803030303030303	0.9636363636363636	0.8760330578512396	0.85
train	0	0.9378818737270875	0.921	0.929364278506559	0.93
eval	0	0.9574468085106383	0.8181818181818182	0.8823529411764706	0.88
train	1	0.9640077821011673	0.991	0.9773175542406313	0.977
eval	1	0.9224137931034483	0.9727272727272728	0.9469026548672567	0.94
train	2	1.0	0.914	0.9550679205851619	0.957
eval	2	0.9032258064516129	0.509090909090909	0.6511627906976745	0.7
train	3	0.9979939819458375	0.995	0.9964947421131698	0.9965
eval	3	0.9203539823008849	0.9454545454545454	0.9327354260089686	0.925
train	4	0.996011964107677	0.999	0.9975037443834248	0.9975
eval	4	0.926605504587156	0.9181818181818182	0.9223744292237444	0.915
train	5	0.995995995995996	0.995	0.9954977488744372	0.9955
eval	5	0.9174311926605505	0.9090909090909091	0.9132420091324202	0.905
train	6	0.9978880675818373	0.945	0.9707241910631741	0.9715
eval	6	0.967391304347826	0.8090909090909091	0.8811881188118811	0.88
train	7	0.9860973187686196	0.993	0.9895366218236172	0.9895
eval	7	0.8672566371681416	0.8909090909090909	0.8789237668161435	0.865
train	8	1.0	0.998	0.998998998998999	0.999
eval	8	0.9238095238095239	0.8818181818181818	0.9023255813953489	0.895
train	9	0.998997995991984	0.997	0.997997997997998	0.998
eval	9	0.9183673469387755	0.8181818181818182	0.8653846153846154	0.86
train	10	1.0	1.0	1.0	1.0
eval	10	0.8761061946902655	0.9	0.8878923766816144	0.875
train	11	1.0	1.0	1.0	1.0
eval	11	0.8761061946902655	0.9	0.8878923766816144	0.875
train	12	1.0	1.0	1.0	1.0
eval	12	0.8761061946902655	0.9	0.8878923766816144	0.875
train	13	1.0	1.0	1.0	1.0
eval	13	0.8761061946902655	0.9	0.8878923766816144	0.875
train	14	1.0	1.0	1.0	1.0
eval	14	0.8761061946902655	0.9	0.8878923766816144	0.875
train	15	1.0	1.0	1.0	1.0
eval	15	0.9	0.9	0.9	0.89
train	16	1.0	1.0	1.0	1.0
eval	16	0.8918918918918919	0.9	0.8959276018099547	0.885
train	17	0.98989898989899	0.98	0.9849246231155778	0.985
eval	17	0.94	0.8545454545454545	0.8952380952380952	0.89
train	18	0.9969604863221885	0.984	0.9904378459989935	0.9905
eval	18	0.941747572815534	0.8818181818181818	0.9107981220657277	0.905
train	19	0.9578139980824545	0.999	0.9779735682819384	0.9775
eval	19	0.872	0.990909090909091	0.9276595744680851	0.915
