Run configurations: model=allenai/unifiedqa-v2-t5-base-1251000 train=./data/unifiedQA/train_direct_4000.json eval=./data/unifiedQA/test.json train_batch=16 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.6232558139534884	0.871	0.7265901981230448	0.672
eval	-1	0.803030303030303	0.9636363636363636	0.8760330578512396	0.85
train	0	0.8756830601092896	0.9615	0.9165872259294567	0.9125
eval	0	0.9304347826086956	0.9727272727272728	0.9511111111111111	0.945
train	1	0.9978980557015239	0.9495	0.9730976172175249	0.97375
eval	1	0.9175257731958762	0.8090909090909091	0.8599033816425121	0.855
train	2	0.9837117472852912	0.9965	0.9900645802285147	0.99
eval	2	0.8907563025210085	0.9636363636363636	0.9257641921397379	0.915
train	3	1.0	0.9265	0.9618479107189204	0.96325
eval	3	0.9080459770114943	0.7181818181818181	0.8020304568527918	0.805
train	4	0.9940298507462687	0.999	0.9965087281795512	0.9965
eval	4	0.8991596638655462	0.9727272727272728	0.9344978165938865	0.925
train	5	0.996996996996997	0.996	0.9964982491245623	0.9965
eval	5	0.8807339449541285	0.8727272727272727	0.8767123287671234	0.865
train	6	0.9964964964964965	0.9955	0.9959979989994997	0.996
eval	6	0.8813559322033898	0.9454545454545454	0.9122807017543859	0.9
train	7	0.9964947421131698	0.995	0.9957468101075807	0.99575
eval	7	0.8629032258064516	0.9727272727272728	0.9145299145299146	0.9
train	8	0.9955067398901648	0.997	0.9962528103922059	0.99625
eval	8	0.8859649122807017	0.9181818181818182	0.9017857142857142	0.89
train	9	0.9615384615384616	1.0	0.9803921568627451	0.98
eval	9	0.8384615384615385	0.990909090909091	0.9083333333333334	0.89
train	10	0.9703307392996109	0.9975	0.9837278106508875	0.9835
eval	10	0.8582677165354331	0.990909090909091	0.9198312236286921	0.905
train	11	0.999498997995992	0.9975	0.9984984984984985	0.9985
eval	11	0.9	0.9	0.9	0.89
train	12	0.998001998001998	0.999	0.9985007496251873	0.9985
eval	12	0.897196261682243	0.8727272727272727	0.8847926267281107	0.875
train	13	1.0	0.9315	0.9645353352316852	0.96575
eval	13	0.9186046511627907	0.7181818181818181	0.8061224489795918	0.81
train	14	0.9935355544505221	0.999	0.9962602842183994	0.99625
eval	14	0.8503937007874016	0.9818181818181818	0.9113924050632912	0.895
train	15	1.0	0.9785	0.9891331817033107	0.98925
eval	15	0.9245283018867925	0.8909090909090909	0.9074074074074073	0.9
train	16	0.993503248375812	0.994	0.9937515621094726	0.99375
eval	16	0.8660714285714286	0.8818181818181818	0.8738738738738738	0.86
train	17	1.0	0.998	0.998998998998999	0.999
eval	17	0.9137931034482759	0.9636363636363636	0.9380530973451328	0.93
train	18	0.9989954796584631	0.9945	0.996742671009772	0.99675
eval	18	0.8620689655172413	0.9090909090909091	0.8849557522123893	0.87
train	19	0.9975	0.9975	0.9975	0.9975
eval	19	0.8666666666666667	0.9454545454545454	0.9043478260869566	0.89
