Run configurations: model=allenai/unifiedqa-v2-t5-base-1251000 train=./data/unifiedQA/train_scr82_direct_1668.json eval=./data/unifiedQA/test.json train_batch=16 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.5671313279530448	0.9268585131894485	0.70368684569868	0.6097122302158273
eval	-1	0.803030303030303	0.9636363636363636	0.8760330578512396	0.85
train	0	0.7343915343915344	0.8321342925659473	0.7802136031478359	0.7655875299760192
eval	0	1.0	0.5909090909090909	0.7428571428571429	0.775
train	1	0.7013536379018612	0.9940047961630696	0.822420634920635	0.7853717026378897
eval	1	0.96	0.8727272727272727	0.9142857142857144	0.91
train	2	0.9765142150803461	0.947242206235012	0.9616555082166767	0.9622302158273381
eval	2	1.0	0.3181818181818182	0.4827586206896552	0.625
train	3	0.9445073612684032	1.0	0.9714618520675598	0.9706235011990407
eval	3	0.9620253164556962	0.6909090909090909	0.8042328042328043	0.815
train	4	0.9964028776978417	0.9964028776978417	0.9964028776978417	0.9964028776978417
eval	4	0.9032258064516129	0.2545454545454545	0.39716312056737585	0.575
train	5	0.9564220183486238	1.0	0.977725674091442	0.9772182254196643
eval	5	0.975609756097561	0.7272727272727273	0.8333333333333334	0.84
train	6	0.9976019184652278	0.9976019184652278	0.9976019184652278	0.9976019184652278
eval	6	0.9333333333333333	0.2545454545454545	0.3999999999999999	0.58
train	7	0.9975961538461539	0.9952038369304557	0.9963985594237696	0.9964028776978417
eval	7	0.9583333333333334	0.41818181818181815	0.5822784810126582	0.67
train	8	0.9987966305655837	0.9952038369304557	0.996996996996997	0.9970023980815348
eval	8	0.9487179487179487	0.33636363636363636	0.4966442953020134	0.625
train	9	0.9976076555023924	1.0	0.9988023952095809	0.9988009592326139
eval	9	0.9285714285714286	0.23636363636363636	0.37681159420289856	0.57
train	10	0.9928057553956835	0.9928057553956835	0.9928057553956835	0.9928057553956835
eval	10	0.9777777777777777	0.4	0.567741935483871	0.665
train	11	0.9988009592326139	0.9988009592326139	0.9988009592326139	0.9988009592326139
eval	11	0.9705882352941176	0.3	0.4583333333333333	0.61
train	12	1.0	0.9964028776978417	0.9981981981981982	0.9982014388489209
eval	12	0.9565217391304348	0.2	0.33082706766917297	0.555
train	13	0.9975990396158463	0.9964028776978417	0.997000599880024	0.9970023980815348
eval	13	0.9166666666666666	0.2	0.3283582089552239	0.55
train	14	0.9987980769230769	0.9964028776978417	0.9975990396158463	0.9976019184652278
eval	14	1.0	0.2	0.33333333333333337	0.56
train	15	0.983273596176822	0.986810551558753	0.9850388988629563	0.9850119904076738
eval	15	0.9473684210526315	0.4909090909090909	0.6467065868263473	0.705
train	16	0.998792270531401	0.9916067146282974	0.9951865222623346	0.9952038369304557
eval	16	0.9032258064516129	0.2545454545454545	0.39716312056737585	0.575
train	17	0.995221027479092	0.9988009592326139	0.9970077797725913	0.9970023980815348
eval	17	0.9459459459459459	0.3181818181818182	0.4761904761904762	0.615
train	18	1.0	0.9976019184652278	0.9987995198079231	0.9988009592326139
eval	18	0.9090909090909091	0.2727272727272727	0.4195804195804196	0.585
train	19	0.9976076555023924	1.0	0.9988023952095809	0.9988009592326139
eval	19	0.9375	0.2727272727272727	0.4225352112676056	0.59
