Run configurations: model=allenai/unifiedqa-v2-t5-base-1251000 train=./data/unifiedQA/train_direct_2000.json eval=./data/unifiedQA/test.json train_batch=2 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.6441808747220164	0.869	0.7398893146019583	0.6945
eval	-1	0.803030303030303	0.9636363636363636	0.8760330578512396	0.85
train	0	0.9836779107725789	0.904	0.9421573736321001	0.9445
eval	0	0.9215686274509803	0.8545454545454545	0.8867924528301887	0.88
train	1	0.9777553083923155	0.967	0.9723479135243841	0.972
eval	1	0.8846153846153846	0.8363636363636363	0.8598130841121494	0.85
train	2	0.9918367346938776	0.972	0.9818181818181819	0.982
eval	2	0.897196261682243	0.8727272727272727	0.8847926267281107	0.875
train	3	0.982	0.982	0.982	0.982
eval	3	0.8918918918918919	0.9	0.8959276018099547	0.885
train	4	0.9880597014925373	0.993	0.9905236907730673	0.9905
eval	4	0.860655737704918	0.9545454545454546	0.9051724137931034	0.89
train	5	0.6620278330019881	0.999	0.7963332004782783	0.7445
eval	5	0.6547619047619048	1.0	0.7913669064748202	0.71
train	6	0.9774066797642437	0.995	0.9861248761149654	0.986
eval	6	0.8294573643410853	0.9727272727272728	0.895397489539749	0.875
train	7	0.9846311475409836	0.961	0.9726720647773279	0.973
eval	7	0.839622641509434	0.8090909090909091	0.8240740740740742	0.81
train	8	0.9041095890410958	0.99	0.9451073985680191	0.9425
eval	8	0.6503067484662577	0.9636363636363636	0.7765567765567766	0.695
train	9	1.0	0.652	0.7893462469733655	0.826
eval	9	0.7714285714285715	0.24545454545454545	0.37241379310344824	0.545
train	10	0.9551792828685259	0.959	0.9570858283433133	0.957
eval	10	0.5673758865248227	0.7272727272727273	0.6374501992031872	0.545
train	11	0.9782178217821782	0.988	0.9830845771144278	0.983
eval	11	0.5833333333333334	0.7636363636363637	0.6614173228346456	0.57
train	12	0.983284169124877	1.0	0.9915716410510659	0.9915
eval	12	0.60625	0.8818181818181818	0.7185185185185184	0.62
train	13	0.9900793650793651	0.998	0.9940239043824701	0.994
eval	13	0.5986394557823129	0.8	0.6848249027237354	0.595
train	14	0.9900891972249752	0.999	0.9945246391239422	0.9945
eval	14	0.5866666666666667	0.8	0.676923076923077	0.58
train	15	0.9871541501976284	0.999	0.993041749502982	0.993
eval	15	0.5902777777777778	0.7727272727272727	0.6692913385826771	0.58
train	16	0.9979879275653923	0.992	0.9949849548645938	0.995
eval	16	0.6134453781512605	0.6636363636363637	0.6375545851528385	0.585
train	17	0.996996996996997	0.996	0.9964982491245623	0.9965
eval	17	0.5538461538461539	0.6545454545454545	0.6000000000000001	0.52
train	18	0.9960159362549801	1.0	0.998003992015968	0.998
eval	18	0.5864661654135338	0.7090909090909091	0.6419753086419753	0.565
train	19	1.0	0.999	0.9994997498749374	0.9995
eval	19	0.6086956521739131	0.6363636363636364	0.6222222222222223	0.575
