Run configurations: model=allenai/unifiedqa-v2-t5-base-1251000 train=./data/unifiedQA/train_direct_2000.json eval=./data/unifiedQA/test.json train_batch=32 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.6441808747220164	0.869	0.7398893146019583	0.6945
eval	-1	0.803030303030303	0.9636363636363636	0.8760330578512396	0.85
train	0	0.8463157894736842	0.804	0.8246153846153846	0.829
eval	0	0.9504950495049505	0.8727272727272727	0.909952606635071	0.905
train	1	0.8703703703703703	0.94	0.9038461538461539	0.9
eval	1	0.9285714285714286	0.9454545454545454	0.9369369369369368	0.93
train	2	0.9180790960451978	0.975	0.9456838021338506	0.944
eval	2	0.9292035398230089	0.9545454545454546	0.9417040358744395	0.935
train	3	0.991991991991992	0.991	0.991495747873937	0.9915
eval	3	0.9285714285714286	0.9454545454545454	0.9369369369369368	0.93
train	4	0.9920556107249255	0.999	0.9955156950672646	0.9955
eval	4	0.9304347826086956	0.9727272727272728	0.9511111111111111	0.945
train	5	0.998	0.998	0.998	0.998
eval	5	0.9285714285714286	0.9454545454545454	0.9369369369369368	0.93
train	6	1.0	0.997	0.99849774661993	0.9985
eval	6	0.9245283018867925	0.8909090909090909	0.9074074074074073	0.9
train	7	1.0	0.999	0.9994997498749374	0.9995
eval	7	0.9285714285714286	0.9454545454545454	0.9369369369369368	0.93
train	8	1.0	0.999	0.9994997498749374	0.9995
eval	8	0.9252336448598131	0.9	0.9124423963133641	0.905
train	9	0.999000999000999	1.0	0.9995002498750626	0.9995
eval	9	0.9292035398230089	0.9545454545454546	0.9417040358744395	0.935
train	10	0.999	0.999	0.999	0.999
eval	10	0.9298245614035088	0.9636363636363636	0.9464285714285715	0.94
train	11	0.999000999000999	1.0	0.9995002498750626	0.9995
eval	11	0.9285714285714286	0.9454545454545454	0.9369369369369368	0.93
train	12	1.0	0.988	0.993963782696177	0.994
eval	12	0.9313725490196079	0.8636363636363636	0.8962264150943398	0.89
train	13	0.9354536950420954	1.0	0.9666505558240697	0.9655
eval	13	0.8790322580645161	0.990909090909091	0.9316239316239316	0.92
train	14	1.0	0.998	0.998998998998999	0.999
eval	14	0.918918918918919	0.9272727272727272	0.9230769230769231	0.915
train	15	1.0	0.999	0.9994997498749374	0.9995
eval	15	0.9203539823008849	0.9454545454545454	0.9327354260089686	0.925
train	16	0.999000999000999	1.0	0.9995002498750626	0.9995
eval	16	0.9210526315789473	0.9545454545454546	0.9375	0.93
train	17	0.999000999000999	1.0	0.9995002498750626	0.9995
eval	17	0.9210526315789473	0.9545454545454546	0.9375	0.93
train	18	1.0	0.999	0.9994997498749374	0.9995
eval	18	0.926605504587156	0.9181818181818182	0.9223744292237444	0.915
train	19	1.0	0.999	0.9994997498749374	0.9995
eval	19	0.926605504587156	0.9181818181818182	0.9223744292237444	0.915
