Run configurations: model=allenai/unifiedqa-v2-t5-large-1251000 train=./data/unifiedQA/train_direct_2000.json eval=./data/unifiedQA/test.json train_batch=4 eval_batch=16 epochs=20
Dataset	Epoch	Precision	Recall	F1	Accuracy
train	-1	0.7783251231527094	0.79	0.7841191066997518	0.7825
eval	-1	0.9411764705882353	0.8727272727272727	0.9056603773584905	0.9
train	0	0.9199623352165726	0.977	0.9476236663433559	0.946
eval	0	0.9210526315789473	0.9545454545454546	0.9375	0.93
train	1	0.8809523809523809	0.999	0.9362699156513589	0.932
eval	1	0.8088235294117647	1.0	0.8943089430894309	0.87
train	2	0.9948024948024948	0.957	0.9755351681957187	0.976
eval	2	0.8857142857142857	0.8454545454545455	0.8651162790697675	0.855
train	3	0.9531100478468899	0.9979959919839679	0.97503671071953	0.9735
eval	3	0.8527131782945736	1.0	0.9205020920502092	0.905
train	4	0.9881422924901185	1.0	0.9940357852882703	0.989
eval	4	0.8688524590163934	0.9636363636363636	0.9137931034482758	0.9
train	5	0.998003992015968	1.0	0.9990009990009989	0.999
eval	5	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9
train	6	0.9979757085020243	0.986	0.9919517102615695	0.992
eval	6	0.9245283018867925	0.8990825688073395	0.9116279069767442	0.9
train	7	0.996996996996997	0.996	0.9964982491245623	0.9965
eval	7	0.8849557522123894	0.9090909090909091	0.8968609865470851	0.885
train	8	0.996011964107677	0.999	0.9975037443834248	0.9975
eval	8	0.8677685950413223	0.9545454545454546	0.9090909090909091	0.895
train	9	0.999	0.999	0.999	0.999
eval	9	0.9008264462809917	0.990909090909091	0.9437229437229437	0.935
train	10	0.9784102060843964	0.997	0.9876176324913324	0.987
eval	10	0.8870967741935484	1.0	0.9401709401709402	0.93
train	11	0.9857433808553971	0.968	0.9767911200807265	0.977
eval	11	0.9181818181818182	0.9181818181818182	0.9181818181818182	0.91
train	12	0.9565217391304348	0.99	0.972972972972973	0.9725
eval	12	0.8536585365853658	0.9545454545454546	0.9012875536480687	0.885
train	13	0.996822033898305	0.941	0.9681069958847737	0.969
eval	13	0.9029126213592233	0.8454545454545455	0.8732394366197184	0.865
train	14	0.5	1.0	0.6666666666666666	0.5
eval	14	0.55	1.0	0.7096774193548387	0.55
train	15	0.9849094567404426	0.979	0.9819458375125377	0.982
eval	15	0.8632478632478633	0.9181818181818182	0.8898678414096917	0.875
train	16	0.5	1.0	0.6666666666666666	0.5
eval	16	0.55	1.0	0.7096774193548387	0.55
train	17	0.8871548619447779	0.739	0.8063284233497	0.8225
eval	17	0.5510204081632653	0.4909090909090909	0.5192307692307692	0.5
train	18	0.9607843137254902	0.735	0.8328611898016998	0.8525
eval	18	0.6521739130434783	0.5454545454545454	0.594059405940594	0.59
train	19	0.9725433526011561	0.673	0.7955082742316785	0.827
eval	19	0.69	0.6272727272727273	0.6571428571428571	0.64
